Title Word	APD	ESD	HPD	PSD	BPS	STMD	SOMD	ESDMD	ARD	OTH
standard	0.6666666666666666	0.16666666666666666	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0
thin	0.16666666666666666	0.0	0.0	0.16666666666666666	0.0	0.5	0.0	0.0	0.16666666666666666	0.0
accretion	0.7391304347826086	0.0	0.043478260869565216	0.21739130434782608	0.0	0.0	0.0	0.0	0.0	0.0
disk	0.8695652173913043	0.0	0.0	0.13043478260869565	0.0	0.0	0.0	0.0	0.0	0.0
scenario	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
distribution	0.0625	0.1875	0.3125	0.3125	0.0	0.0	0.0625	0.0625	0.0	0.0
orbital	0.5714285714285714	0.0	0.14285714285714285	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	0.0
inclinations	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
for	0.19808306709265175	0.28115015974440893	0.09584664536741214	0.15654952076677317	0.025559105431309903	0.13099041533546327	0.009584664536741214	0.01597444089456869	0.08626198083067092	0.0
tidal	0.6666666666666666	0.13333333333333333	0.13333333333333333	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0
disruption	0.75	0.0	0.0	0.125	0.0	0.125	0.0	0.0	0.0	0.0
by	0.2246376811594203	0.16666666666666666	0.34782608695652173	0.13768115942028986	0.028985507246376812	0.07246376811594203	0.007246376811594203	0.007246376811594203	0.007246376811594203	0.0
kerr	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
holes	0.7777777777777778	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a	0.3215130023640662	0.2576832151300236	0.13711583924349882	0.12529550827423167	0.02127659574468085	0.07328605200945626	0.009456264775413711	0.018912529550827423	0.03546099290780142	0.0
solution	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0
density	0.34782608695652173	0.043478260869565216	0.4782608695652174	0.08695652173913043	0.043478260869565216	0.0	0.0	0.0	0.0	0.0
dichotomy	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
problem	0.0	0.0	0.0	0.2	0.0	0.6	0.0	0.2	0.0	0.0
kuiper	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
belt	0.07142857142857142	0.07142857142857142	0.5	0.35714285714285715	0.0	0.0	0.0	0.0	0.0	0.0
objects	0.8	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0
multispecies	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
streaming	0.25	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0
instability	0.3333333333333333	0.05555555555555555	0.2777777777777778	0.2777777777777778	0.0	0.0	0.05555555555555555	0.0	0.0	0.0
pebble	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
drivers	0.2	0.5	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.0
magnetic	0.16417910447761194	0.0	0.7611940298507462	0.04477611940298507	0.0	0.029850746268656716	0.0	0.0	0.0	0.0
field	0.26666666666666666	0.13333333333333333	0.4666666666666667	0.022222222222222223	0.0	0.08888888888888889	0.0	0.022222222222222223	0.0	0.0
amplification	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
at	0.3763440860215054	0.16129032258064516	0.21505376344086022	0.1827956989247312	0.0	0.03225806451612903	0.0	0.010752688172043012	0.021505376344086023	0.0
oblique	0.0	0.0	0.8333333333333334	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0
shocks	0.25	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0
situ	0.0	0.2	0.6	0.0	0.0	0.2	0.0	0.0	0.0	0.0
observations	0.18018018018018017	0.32432432432432434	0.3783783783783784	0.10810810810810811	0.0	0.009009009009009009	0.0	0.0	0.0	0.0
processinduced	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
residual	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.0
stress	0.0	0.3333333333333333	0.0	0.1111111111111111	0.2222222222222222	0.0	0.0	0.2222222222222222	0.1111111111111111	0.0
single	0.2	0.4	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0
carbon	0.09090909090909091	0.6363636363636364	0.0	0.09090909090909091	0.0	0.09090909090909091	0.0	0.045454545454545456	0.045454545454545456	0.0
fiber	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
semicrystalline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
polypropylene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
film	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hot	0.5555555555555556	0.0	0.05555555555555555	0.2222222222222222	0.0	0.1111111111111111	0.05555555555555555	0.0	0.0	0.0
subdwarfs	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
close	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
binaries	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
observed	0.07407407407407407	0.3333333333333333	0.4444444444444444	0.1111111111111111	0.037037037037037035	0.0	0.0	0.0	0.0	0.0
space	0.1724137931034483	0.10344827586206896	0.13793103448275862	0.034482758620689655	0.20689655172413793	0.2413793103448276	0.034482758620689655	0.06896551724137931	0.0	0.0
mesoscale	0.0	0.5	0.3333333333333333	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0
structure	0.21428571428571427	0.39285714285714285	0.21428571428571427	0.07142857142857142	0.03571428571428571	0.03571428571428571	0.0	0.0	0.03571428571428571	0.0
atmospheric	0.12195121951219512	0.5853658536585366	0.04878048780487805	0.14634146341463414	0.0	0.0975609756097561	0.0	0.0	0.0	0.0
boundary	0.05263157894736842	0.2631578947368421	0.3157894736842105	0.05263157894736842	0.0	0.10526315789473684	0.0	0.0	0.21052631578947367	0.0
layer	0.05555555555555555	0.5555555555555556	0.1111111111111111	0.1111111111111111	0.0	0.05555555555555555	0.0	0.0	0.1111111111111111	0.0
across	0.13636363636363635	0.5909090909090909	0.0	0.18181818181818182	0.045454545454545456	0.045454545454545456	0.0	0.0	0.0	0.0
natural	0.0	0.5555555555555556	0.0	0.2222222222222222	0.0	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0
roughness	0.0	0.2	0.0	0.6	0.0	0.2	0.0	0.0	0.0	0.0
transition	0.25	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.25	0.0
chemistry	0.16666666666666666	0.16666666666666666	0.0	0.25	0.0	0.25	0.08333333333333333	0.0	0.08333333333333333	0.0
surrogate	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
sparse	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0
identification	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.2857142857142857	0.0	0.0	0.0	0.0
nonlinear	0.07692307692307693	0.07692307692307693	0.5384615384615384	0.0	0.07692307692307693	0.15384615384615385	0.0	0.0	0.07692307692307693	0.0
dynamics	0.15789473684210525	0.18421052631578946	0.21052631578947367	0.10526315789473684	0.0	0.21052631578947367	0.0	0.05263157894736842	0.07894736842105263	0.0
generative	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
algorithms	0.14285714285714285	0.42857142857142855	0.2857142857142857	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0
fusion	0.0	0.6	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.0
physicsbased	0.0	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wildfire	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
spread	0.0	0.5	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0
models	0.1794871794871795	0.28205128205128205	0.2564102564102564	0.10256410256410256	0.0	0.02564102564102564	0.0	0.07692307692307693	0.07692307692307693	0.0
satellite	0.025	0.875	0.05	0.025	0.0	0.0	0.0	0.0	0.025	0.0
data	0.15584415584415584	0.5714285714285714	0.15584415584415584	0.07792207792207792	0.012987012987012988	0.012987012987012988	0.0	0.0	0.012987012987012988	0.0
initializing	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
forecasts	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
number	0.5	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0
wind	0.09259259259259259	0.09259259259259259	0.7407407407407407	0.037037037037037035	0.0	0.018518518518518517	0.0	0.0	0.018518518518518517	0.0
hercules	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
x	0.375	0.25	0.125	0.0	0.0	0.25	0.0	0.0	0.0	0.0
using	0.19863013698630136	0.410958904109589	0.1232876712328767	0.0821917808219178	0.00684931506849315	0.10273972602739725	0.00684931506849315	0.00684931506849315	0.06164383561643835	0.0
its	0.3157894736842105	0.5263157894736842	0.05263157894736842	0.05263157894736842	0.0	0.05263157894736842	0.0	0.0	0.0	0.0
ionization	0.75	0.0	0.125	0.125	0.0	0.0	0.0	0.0	0.0	0.0
response	0.16	0.28	0.16	0.04	0.12	0.08	0.0	0.16	0.0	0.0
to	0.20476190476190476	0.3476190476190476	0.1619047619047619	0.13333333333333333	0.04285714285714286	0.04285714285714286	0.004761904761904762	0.05238095238095238	0.009523809523809525	0.0
pulsations	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
optical	0.20833333333333334	0.3333333333333333	0.0	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.0	0.0	0.041666666666666664	0.0
lanthanum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
titanate	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
glasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
prepared	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0
levitation	0.3333333333333333	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0
melting	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
revealing	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0
molecular	0.3333333333333333	0.13333333333333333	0.06666666666666667	0.26666666666666666	0.0	0.13333333333333333	0.0	0.0	0.06666666666666667	0.0
origin	0.4166666666666667	0.08333333333333333	0.3333333333333333	0.08333333333333333	0.0	0.0	0.0	0.0	0.08333333333333333	0.0
driving	0.25	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0
forces	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0
thermodynamic	0.0	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.0	0.0	0.0	0.16666666666666666	0.0
barriers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
lisupsup	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ion	0.0	0.0	0.56	0.2	0.0	0.16	0.0	0.04	0.04	0.0
transport	0.08333333333333333	0.3333333333333333	0.25	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.0	0.0	0.08333333333333333	0.0
electrodeelectrolyte	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
interfaces	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.5	0.0
electromagnetic	0.16666666666666666	0.08333333333333333	0.5833333333333334	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0
cyclotron	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
emission	0.5357142857142857	0.17857142857142858	0.07142857142857142	0.10714285714285714	0.0	0.03571428571428571	0.0	0.0	0.07142857142857142	0.0
ionscale	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
shape	0.2727272727272727	0.0	0.09090909090909091	0.09090909090909091	0.0	0.0	0.0	0.09090909090909091	0.45454545454545453	0.0
recovery	0.0	0.4	0.2	0.0	0.0	0.0	0.0	0.4	0.0	0.0
viscoelastic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
thinply	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
composite	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0
coilable	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
booms	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
scpshorttermscp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
scplongtermscp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
phenotypic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
stability	0.14285714285714285	0.14285714285714285	0.0	0.2857142857142857	0.0	0.2857142857142857	0.0	0.14285714285714285	0.0	0.0
actigraphic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
sleep	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
metrics	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.0	0.0	0.2857142857142857	0.0	0.14285714285714285	0.14285714285714285	0.0
involving	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0
repeated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
loss	0.1	0.4	0.0	0.2	0.0	0.1	0.0	0.2	0.0	0.0
investigation	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.0	0.0	0.2857142857142857	0.0	0.07142857142857142	0.0	0.0
oil	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
well	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
blowouts	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
triggered	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wastewater	0.0	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0
injection	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
permian	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
basin	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
usa	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lineups	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
evaluate	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
goodness	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fit	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
animal	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
movement	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
local	0.11764705882352941	0.4117647058823529	0.11764705882352941	0.29411764705882354	0.0	0.0	0.0	0.058823529411764705	0.0	0.0
spherical	0.0	0.0	0.0	0.4	0.0	0.2	0.4	0.0	0.0	0.0
harmonic	0.0	0.0	0.5	0.25	0.0	0.25	0.0	0.0	0.0	0.0
spectra	0.3333333333333333	0.13333333333333333	0.06666666666666667	0.4666666666666667	0.0	0.0	0.0	0.0	0.0	0.0
or	0.0	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.0	0.0	0.0	0.2222222222222222	0.0	0.0
gravity	0.25	0.08333333333333333	0.20833333333333334	0.08333333333333333	0.041666666666666664	0.20833333333333334	0.0	0.125	0.0	0.0
does	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
el	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nio	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
affect	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
mjoar	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
connections	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pacific	0.0	0.875	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0
associated	0.058823529411764705	0.29411764705882354	0.47058823529411764	0.058823529411764705	0.0	0.0	0.058823529411764705	0.058823529411764705	0.0	0.0
american	0.0	0.8333333333333334	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0
precipitation	0.043478260869565216	0.391304347826087	0.5217391304347826	0.043478260869565216	0.0	0.0	0.0	0.0	0.0	0.0
impacts	0.0	0.56	0.24	0.16	0.0	0.0	0.0	0.04	0.0	0.0
thunderstormgenerated	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
waves	0.0847457627118644	0.13559322033898305	0.711864406779661	0.06779661016949153	0.0	0.0	0.0	0.0	0.0	0.0
ionospherethermosphere	0.0	0.0	0.8	0.2	0.0	0.0	0.0	0.0	0.0	0.0
tiegcmngmagic	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
simulations	0.4444444444444444	0.12962962962962962	0.24074074074074073	0.1111111111111111	0.0	0.05555555555555555	0.0	0.0	0.018518518518518517	0.0
comparisons	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gnss	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tec	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
icon	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cosmic	0.55	0.0	0.3	0.05	0.0	0.0	0.05	0.05	0.0	0.0
secondary	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
organic	0.0	0.9	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0
aerosol	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
formation	0.603448275862069	0.08620689655172414	0.08620689655172414	0.22413793103448276	0.0	0.0	0.0	0.0	0.0	0.0
oh	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
oxidation	0.0	0.3333333333333333	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0
